event_id,track_id,spotify_track_id,spotify_artist,spotify_title,interaction_type,signal_source,seed_rank,interaction_count,preference_weight,effective_weight,lead_genre,top_tag,numeric_feature_coverage,lastfm_status
ds001_seed_000020,1NSrxYWqrIUfYJlG,7zMUCLm1TN9o9JlLISztxO,Elvis Presley,Burning Love,history,ds001_seed_table,20,10,1.0,1.0,rock,rock n roll,1,not_applicable_ds001
ds001_seed_000021,1PfP9hjZwp7HQVkW,0ivHDucXMbjTjiU4lMIkBO,Lou Reed,Coney Island Baby,history,ds001_seed_table,21,10,1.0,1.0,rock,rock,1,not_applicable_ds001
ds001_seed_000022,1Pfvty4majWz07HO,4bH4V6scr0RXTEX492Yzwc,One Way,Cutie Pie,history,ds001_seed_table,22,10,1.0,1.0,funk,funk,1,not_applicable_ds001
ds001_seed_000023,1R1kHNgqw5IWRkbu,4bN43jYf41eIjJZ3UXQpuA,John Lennon,Hold On,history,ds001_seed_table,23,50,5.0,5.0,rock,cookie,1,not_applicable_ds001
ds001_seed_000024,1RJxTKSQPAskFbxh,0TDLuuLlV54CkRRUOahJb4,David Guetta,Titanium (feat. Sia),history,ds001_seed_table,24,50,5.0,5.0,electronic,dance,1,not_applicable_ds001
ds001_seed_000025,1e1Mcad1me9BW4I5,3kXKHXZmaw57l7gu4Rn11x,Duster,The Breakup Suite,history,ds001_seed_table,25,50,5.0,5.0,space rock,slowcore,1,not_applicable_ds001
ds001_seed_000026,1kCw7s6PF0jYdyl4,52Bg6oaos7twR7IUtEpqcE,Elliott Smith,Between the Bars,history,ds001_seed_table,26,25,2.5,2.5,singer-songwriter,fip,1,not_applicable_ds001
ds001_seed_000027,1mbkGw4hvKIjAqPt,59xhCcRskqyMtKzdvLZDfV,Billy Joel,Allentown,history,ds001_seed_table,27,10,1.0,1.0,rock,rock,1,not_applicable_ds001
ds001_seed_000028,1sB1EkYi3nTqSUgJ,7n3WO6ESKS1uCI9fgkGs66,Ten Years After,I'd Love to Change the World - 2004 Remaster,history,ds001_seed_table,28,10,1.0,1.0,classic rock,blues rock,1,not_applicable_ds001
ds001_seed_000029,1sVeWGYrfzvci1Ez,4QTIn0nZY2cIkanPX62vdT,Shlohmo,Hopeless,history,ds001_seed_table,29,10,1.0,1.0,experimental,experimental,1,not_applicable_ds001
ds001_seed_000030,1uOAA86MIfB4vgid,2Lhdl74nwwVGOE2Gv35QuK,Gym Class Heroes,Cupid's Chokehold,history,ds001_seed_table,30,25,2.5,2.5,rap,hip-hop,1,not_applicable_ds001
ds001_seed_000031,1zu5jVcv8bMMBQeB,1oTHteQbmJw15rPxPVXUTv,Cypress Hill,Insane in the Brain,history,ds001_seed_table,31,10,1.0,1.0,rap,hip-hop,1,not_applicable_ds001
ds001_seed_000032,22YI5YceDuG0QoOj,64hZX40A8Z14efLfF0JjwT,Moby,Lift Me Up,history,ds001_seed_table,32,10,1.0,1.0,electronic,electronic,1,not_applicable_ds001
ds001_seed_000033,22h3peROPWFmg2Fx,0WCiI0ddWiu5F2kSHgfw5S,Kesha,Take It Off,history,ds001_seed_table,33,10,1.0,1.0,pop,dance,1,not_applicable_ds001
ds001_seed_000034,23aA0GPz7veDbuJs,2NBQmPrOEEjA8VbeWOQGxO,Snoop Dogg,Drop It Like It's Hot,history,ds001_seed_table,34,10,1.0,1.0,rap,hip-hop,1,not_applicable_ds001
ds001_seed_000035,26wY3PtByn0RBOYk,0Z57YWES04xGh3AImDz6Qr,Father John Misty,Real Love Baby,history,ds001_seed_table,35,10,1.0,1.0,folk,folk,1,not_applicable_ds001
ds001_seed_000036,29qPz9aGO6jdkDqm,0U87auHx1iZTEFcq9KVdmO,Green Day,Boulevard of Broken Dreams,history,ds001_seed_table,36,10,1.0,1.0,rock,rock,1,not_applicable_ds001
ds001_seed_000037,2FL4WLRSWf6rLjNd,2tznHmp70DxMyr2XhWLOW0,Cage the Elephant,Cigarette Daydreams,history,ds001_seed_table,37,10,1.0,1.0,alternative rock,alternative rock,1,not_applicable_ds001
ds001_seed_000038,2HFsFMY433xQqSUM,6dBUzqjtbnIa1TwYbyw5CM,TV Girl,Lovers Rock,history,ds001_seed_table,38,50,5.0,5.0,indie pop,2014,1,not_applicable_ds001
ds001_seed_000039,2UbyfJ2ads4YvskN,6kCJMxv445L2okuTiou1fR,Billy Joel,Tell Her About It,history,ds001_seed_table,39,50,5.0,5.0,pop,80s,1,not_applicable_ds001
ds001_seed_000040,2ZmZ8o1XdjMEfXKe,1G391cbiT3v3Cywg8T7DM1,Red Hot Chili Peppers,Scar Tissue,history,ds001_seed_table,40,10,1.0,1.0,rock,rock,1,not_applicable_ds001
ds001_seed_000041,2cAZUa9MxtzDspgl,4LD5p1sSp97yp86E2zDZwK,Tame Impala,Desire Be Desire Go,history,ds001_seed_table,41,20,2.0,2.0,psychedelic rock,psychedelic rock,1,not_applicable_ds001
ds001_seed_000042,2dz5irjqGlXlJ3fX,0PCduL4v5QEEKqeRUv7TEC,Joep Beving,The Gift,history,ds001_seed_table,42,25,2.5,2.5,contemporary classical,piano,1,not_applicable_ds001
ds001_seed_000043,2qPuAJ7Q7dBIyg0V,5y788ya4NvwhBznoDIcXwK,Simon & Garfunkel,"Wednesday Morning, 3 A.M.",history,ds001_seed_table,43,10,1.0,1.0,folk,60s,1,not_applicable_ds001
ds001_seed_000044,2qyKesnC8z0qNywe,5p9XWUdvbUzmPCukOmwoU3,KT Tunstall,Suddenly I See,history,ds001_seed_table,44,10,1.0,1.0,pop,pop,1,not_applicable_ds001
ds001_seed_000045,2reTAz0NP2hVHRna,0YuePEX4KyfLIPMdNLPwgQ,Tame Impala,Endors Toi,history,ds001_seed_table,45,10,1.0,1.0,psychedelic rock,psychedelic rock,1,not_applicable_ds001
ds001_seed_000046,2yArja7FuST1MJd2,5gRcv46AMTrosmTOqrOV3Q,Nirvana,Dumb,history,ds001_seed_table,46,10,1.0,1.0,grunge,grunge,1,not_applicable_ds001
ds001_seed_000047,32F98qQgIfyuA3rh,4HlFJV71xXKIGcU3kRyttv,Train,"Hey, Soul Sister",history,ds001_seed_table,47,10,1.0,1.0,pop,pop,1,not_applicable_ds001
ds001_seed_000048,3JKd3B55HUasdT4h,7Cuk8jsPPoNYQWXK9XRFvG,"Earth, Wind & Fire",September,history,ds001_seed_table,48,10,1.0,1.0,funk,funk,1,not_applicable_ds001
ds001_seed_000049,3LtA77ONujiGvb0F,0NWPxcsf5vdjdiFUI8NgkP,Jimi Hendrix,Hey Joe,history,ds001_seed_table,49,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000050,3N44mC5RNTa17Epv,1n7xFAY4xoPeqRvrkzAtsw,Queen,Good Old-Fashioned Lover Boy - Remastered 2011,history,ds001_seed_table,50,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000051,3T1QmxISGOkyWsz7,0aym2LBJBk9DAYuHHutrIl,The Beatles,Hey Jude - Remastered 2015,history,ds001_seed_table,51,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000052,3Y38upRWxIOVg0Uq,3yUcJwYu7fXAfqMj9krY6l,Dido,Thank You,history,ds001_seed_table,52,25,2.5,2.5,pop,pop,1,not_applicable_ds001
ds001_seed_000053,3bWjKtVMcf4WxJXB,4OV0sRTFrZLXaZZ1sS9hLn,The Alan Parsons Project,Sirius,history,ds001_seed_table,53,10,1.0,1.0,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000054,3d7YHOa8v4AvWEV9,6lFZbCc7pn6Lme1NP7qQqQ,The Rolling Stones,You Can't Always Get What You Want,history,ds001_seed_table,54,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000055,3faYOQ867TjLuWQz,26PwuMotZqcczKLHi4Htz3,Bob Marley & The Wailers,Redemption Song,history,ds001_seed_table,55,10,1.0,1.0,reggae,reggae,1,not_applicable_ds001
ds001_seed_000056,3mEwzTmHiwL7RYYB,6nGUM3Z0FNJZW9wbNj97Ig,The Chemical Brothers,Block Rockin' Beats,history,ds001_seed_table,56,10,1.0,1.0,electronic,electronic,1,not_applicable_ds001
ds001_seed_000057,3oJflRW3ftkj1IYu,2VEZx7NWsZ1D0eJ4uv5Fym,Daft Punk,Digital Love,history,ds001_seed_table,57,10,1.0,1.0,electronic,electronic,1,not_applicable_ds001
ds001_seed_000058,3q9c7eDhgc5kN9lS,3G0ENKW9vzV0SuYKaWFflI,Elton John,Nikita,history,ds001_seed_table,58,10,1.0,1.0,pop,pop,1,not_applicable_ds001
ds001_seed_000059,3uW7vRPZg1rDThEV,27tNWlhdAryQY04Gb2ZhUI,Katy Perry,Roar,history,ds001_seed_table,59,10,1.0,1.0,pop,pop,1,not_applicable_ds001
ds001_seed_000060,3vpLjr47A2ANetid,2vwlzO0Qp8kfEtzTsCXfyE,Miley Cyrus,Wrecking Ball,history,ds001_seed_table,60,10,1.0,1.0,pop,pop,1,not_applicable_ds001
ds001_seed_000061,3zbT1J1fitktP7TP,2DHgvPQD1jApRnT1DBZdrS,Coldplay,High Speed,history,ds001_seed_table,61,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000062,42efOlK7gQ5gH5eo,1P9523tBg56NRc78lX2i4l,Elvis Costello & The Attractions,Everyday I Write the Book,history,ds001_seed_table,62,10,1.0,1.0,singer-songwriter,80s,1,not_applicable_ds001
ds001_seed_000063,44B4LvdJBuKDVja9,7zwn1eykZtZ5LODrf7c0tS,The Neighbourhood,You Get Me So High,history,ds001_seed_table,63,10,1.0,1.0,indie rock,indie,1,not_applicable_ds001
ds001_seed_000064,48mxqBW7ebNE2WuE,4Hhv2vrOTy89HFRcjU3QOx,Etta James,At Last,history,ds001_seed_table,64,10,1.0,1.0,soul,soul,1,not_applicable_ds001
ds001_seed_000065,4G3r1ru4rFVJSOAS,0Dkibk70FDp6t7eOZNemNQ,Ludovico Einaudi,Una Mattina,history,ds001_seed_table,65,25,2.5,2.5,classical,piano,1,not_applicable_ds001
ds001_seed_000066,4HbLZP6EW7KTGuP8,3BqqF8suAIzW8655yJfcvh,Cat Stevens,Morning Has Broken,history,ds001_seed_table,66,6,0.6,0.6,folk,folk,1,not_applicable_ds001
ds001_seed_000067,4NVBaY8G8LtnJon6,63OQupATfueTdZMWTxW03A,Radiohead,Karma Police,history,ds001_seed_table,67,25,2.5,2.5,alternative rock,alternative,1,not_applicable_ds001
ds001_seed_000068,4Qrv825yF8YcDqF0,2wAJTrFhCnQyNSD3oUgTZO,J. Cole,Work Out,history,ds001_seed_table,68,31,3.1,3.1,hip hop,hip-hop,1,not_applicable_ds001
ds001_seed_000069,4S2N0UNI4K33uo3e,6gCVA6ja6g0foIsWv0RuSZ,System of a Down,ATWA,history,ds001_seed_table,69,10,1.0,1.0,alternative metal,alternative metal,1,not_applicable_ds001
ds001_seed_000070,4U4OVmmnenJ5xGrp,4OSBTYWVwsQhGLF9NHvIbR,Adele,Rolling in the Deep,history,ds001_seed_table,70,25,2.5,2.5,soul,soul,1,not_applicable_ds001
ds001_seed_000071,4WZ4nxbqfJL6D73I,2bcvooA6HEmVUneEGJnNZD,Jeff Buckley,Everybody Here Wants You,history,ds001_seed_table,71,5,0.5,0.5,rock,sexy,1,not_applicable_ds001
ds001_seed_000072,4Wb6mkYeW0XuiUet,6qZjm61s6u8Ead9sWxCDro,Tame Impala,Elephant,history,ds001_seed_table,72,25,2.5,2.5,psychedelic rock,poptron,1,not_applicable_ds001
ds001_seed_000073,4Y4l5B4IkrYncIqh,5vdp5UmvTsnMEMESIF2Ym7,Queen,Another One Bites The Dust - Remastered 2011,history,ds001_seed_table,73,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000074,4oTCBnBQ389wmbQN,2RWFncSWZEhSRRifqiDNVV,Bryan Adams,Run to You,history,ds001_seed_table,74,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000075,4rbvP2ZF2o9Bnv05,4CeeEOM32jQcH3eN9Q2dGj,Nirvana,Smells Like Teen Spirit,history,ds001_seed_table,75,10,1.0,1.0,grunge,grunge,1,not_applicable_ds001
ds001_seed_000076,4v0ckwWCv2ags5jv,57yeWyaoeTt26p0dlEZukQ,Florence + the Machine,Spectrum (Say My Name) (Calvin Harris Remix),history,ds001_seed_table,76,25,2.5,2.5,house,dance,1,not_applicable_ds001
ds001_seed_000077,4zOF93S2zfaD5h1a,2csA2nDUNR5TfQEn1I7nt4,Dinah Washington,September in the Rain,history,ds001_seed_table,77,10,1.0,1.0,jazz,jazz,1,not_applicable_ds001
ds001_seed_000078,51XYIfDaAUgQXb5u,2w6JXokk0F8i241Y8C0Mn6,ABBA,"Honey, Honey",history,ds001_seed_table,78,10,1.0,1.0,pop,pop,1,not_applicable_ds001
ds001_seed_000079,55DcTLYWMGMgRiWh,2cmRpmO04TLaKPzmAzySYZ,LCD Soundsystem,Dance Yrself Clean,history,ds001_seed_table,79,10,1.0,1.0,electronic,electronic,1,not_applicable_ds001
ds001_seed_000080,569DDnQOSEyuJug9,0R8P9KfGJCDULmlEoBagcO,Coldplay,Trouble,history,ds001_seed_table,80,25,2.5,2.5,rock,alternative,1,not_applicable_ds001
ds001_seed_000081,57kWBGxuEvgZTwoz,5BckPAYcKEJuYs1eV1BHHe,ABBA,Take a Chance on Me,history,ds001_seed_table,81,50,5.0,5.0,pop,pop,1,not_applicable_ds001
ds001_seed_000082,5ETdBRySEeluPv63,1ZgMsA55GIY7ICkQh5MILA,Beach House,Space Song,history,ds001_seed_table,82,25,2.5,2.5,dream pop,dream pop,1,not_applicable_ds001
ds001_seed_000083,5Fs5vJUXYzgwIFNx,5RLzsVW6UNiV2YrOlKwzNN,Frank Sinatra,Blue Moon,history,ds001_seed_table,83,10,1.0,1.0,swing,swing,1,not_applicable_ds001
ds001_seed_000084,5MWmsAPuhdOjPuAy,48p5E25cFPanxuwCTmTpuL,When In Rome,The Promise,history,ds001_seed_table,84,50,5.0,5.0,new wave,80s,1,not_applicable_ds001
ds001_seed_000085,5R7xZqZcW8w3zKkB,0Js2YzgccsgS7QTV8jJRVl,Skee-Lo,I Wish,history,ds001_seed_table,85,15,1.5,1.5,rap,90s,1,not_applicable_ds001
ds001_seed_000086,5Scqm76LNZOH38Jq,16EKGMPGE3f6X3p18CjtkB,Pixies,The Thing,history,ds001_seed_table,86,25,2.5,2.5,grunge,80s,1,not_applicable_ds001
ds001_seed_000087,5Y0lOXpffflDWYpA,6FBzhcfgGacfXF3AmtfEaX,Steve Lacy,C U Girl,history,ds001_seed_table,87,10,1.0,1.0,free jazz,free jazz,1,not_applicable_ds001
ds001_seed_000088,5ZkROTB0K8xuyg4c,72Z17vmmeQKAg8bptWvpVG,David Bowie,Space Oddity,history,ds001_seed_table,88,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000089,5Zn834QHgvahleW7,2R3heksil8zmzSFUwYQIPC,Crystal Castles,Empathy,history,ds001_seed_table,89,56,5.6,5.6,electronic,electronic,1,not_applicable_ds001
ds001_seed_000090,5brUdw7l0lFtnpSE,5cxp9kjCFyJwzv3lzeX7ku,Disturbed,Inside the Fire,history,ds001_seed_table,90,50,5.0,5.0,metal,metal,1,not_applicable_ds001
ds001_seed_000091,5lPeVYnf78m5UpXG,2kRFrWaLWiKq48YYVdGcm8,Radiohead,Everything in Its Right Place,history,ds001_seed_table,91,25,2.5,2.5,electronic,alternative,1,not_applicable_ds001
ds001_seed_000092,5lkZg4aNjP8qnOu1,7D0RhFcb3CrfPuTJ0obrod,Coldplay,Sparks,history,ds001_seed_table,92,56,5.6,5.6,rock,rock,1,not_applicable_ds001
ds001_seed_000093,5m32YRg5vATXRhTG,5gOd6zDC8vhlYjqbQdJVWP,Gerry Rafferty,Baker Street,history,ds001_seed_table,93,56,5.6,5.6,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000094,5mfkYLkpxt4qN4Df,2qHOJh86IKhNAstCFA46eL,Joep Beving,An Amalgamation Waltz 1839,history,ds001_seed_table,94,25,2.5,2.5,contemporary classical,piano,1,not_applicable_ds001
ds001_seed_000095,5yuxfTfS1IQorM5r,7iL6o9tox1zgHpKUfh9vuC,50 Cent,In Da Club,history,ds001_seed_table,95,10,1.0,1.0,rap,hip-hop,1,not_applicable_ds001
ds001_seed_000096,61akykdDh0XvmX6T,74SUn8w4lYSwgOGPvVZiEo,Lebanon Hanover,Tomb For Two,history,ds001_seed_table,96,50,5.0,5.0,post-punk,post-punk,1,not_applicable_ds001
ds001_seed_000097,62k7avQ3Bk1LaNmW,0elmUoU7eMPwZX1Mw1MnQo,Frank Sinatra,Moon River,history,ds001_seed_table,97,10,1.0,1.0,jazz,jazz,1,not_applicable_ds001
ds001_seed_000098,63EHEFeQvEOlUrWE,3EPXxR3ImUwfayaurPi3cm,Dean Lewis,Be Alright,history,ds001_seed_table,98,10,1.0,1.0,pop,pop,1,not_applicable_ds001
ds001_seed_000099,69KaI7eSNxoMoe6Q,5ujBlp0aOSfDZuY2nWM2Tt,Sweet,Love Is Like Oxygen,history,ds001_seed_table,99,10,1.0,1.0,classic rock,70s,1,not_applicable_ds001
ds001_seed_000100,6CLhAItze5KngG73,3qLZ866ZfaK0B0R5FIqXLG,The Cult,She Sells Sanctuary,history,ds001_seed_table,100,10,1.0,1.0,rock,rock,1,not_applicable_ds001
ds001_seed_000101,6EzICdy0NRPVs4QL,0C3Q3ifKJXdvfzNISw6JXK,Madness,Our House,history,ds001_seed_table,101,10,1.0,1.0,ska,80s,1,not_applicable_ds001
ds001_seed_000102,6G5o4WtQ9pprjq30,1WbhIxkn5ECsOwUm795iX1,Lil Peep,Star Shopping,history,ds001_seed_table,102,10,1.0,1.0,emo,emo,1,not_applicable_ds001
ds001_seed_000103,6IbX6k5qfIkJKV2Y,2nGFzvICaeEWjIrBrL2RAx,Corinne Bailey Rae,Put Your Records On,history,ds001_seed_table,103,50,5.0,5.0,soul,soul,1,not_applicable_ds001
ds001_seed_000104,6OiY1Zz1dEn1E78F,3G0EALIIp5DAeIERxXBHmo,The Kinks,Waterloo Sunset,history,ds001_seed_table,104,50,5.0,5.0,classic rock,60s,1,not_applicable_ds001
ds001_seed_000105,6aBRbyBhpzINUaQK,5Q7adZgptimLsdWof0kW7B,Lorn,OXBOW B,history,ds001_seed_table,105,10,1.0,1.0,glitch hop,glitch hop,1,not_applicable_ds001
ds001_seed_000106,6aW7evleI2c1U6fF,3zBhihYUHBmGd2bcQIobrF,Otis Redding,(Sittin' On) The Dock of the Bay,history,ds001_seed_table,106,10,1.0,1.0,soul,soul,1,not_applicable_ds001
ds001_seed_000107,6d3nvmrH6r3q0zG8,4hYNZvsCnAOZP0lADhpmgC,Deftones,(L)MIRL,history,ds001_seed_table,107,10,1.0,1.0,alternative metal,alternative metal,1,not_applicable_ds001
ds001_seed_000108,6fluaPrvDyHHRP7u,7qU7vhCPKhkDiJYGoboISc,Tame Impala,Apocalypse Dreams,history,ds001_seed_table,108,25,2.5,2.5,psychedelic rock,psychedelic rock,1,not_applicable_ds001
ds001_seed_000109,6h80Ld7gYsfaRlJn,7cMFjxhbXBpOlais7KMF3j,Daft Punk,Voyager,history,ds001_seed_table,109,10,1.0,1.0,electronic,poptron,1,not_applicable_ds001
ds001_seed_000110,6igibK2LLAxWLJty,3kbUFmLV5SHVQonfOpNgkd,Pink Floyd,San Tropez,history,ds001_seed_table,110,10,1.0,1.0,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000111,6jPELSTj4w45V8Bm,3iohh4bLsUKefmjHw5jhbq,Tame Impala,Runway Houses City Clouds,history,ds001_seed_table,111,10,1.0,1.0,psychedelic rock,psychedelic rock,1,not_applicable_ds001
ds001_seed_000112,6mR1ZSAlWHLb9SbN,3INsYP1Y8GG4qJvBsKCdXC,Queen,Don't Stop Me Now - ...Revisited,history,ds001_seed_table,112,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000113,6p38jfjctIdsc9wd,2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Have You Ever Seen the Rain,history,ds001_seed_table,113,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000114,6prZl5p9Hy4t9eul,6V7g6qM8wheMivMWrzbPTM,Flipp Dinero,Leave Me Alone,history,ds001_seed_table,114,10,1.0,1.0,rap,rap,1,not_applicable_ds001
ds001_seed_000115,6sNF1PatKaEu7Feg,1QbOvACeYanja5pbnJbAmk,John Denver,"Take Me Home, Country Roads",history,ds001_seed_table,115,10,1.0,1.0,country,country,1,not_applicable_ds001
ds001_seed_000116,6urvk94d6y3xZpvq,5ihS6UUlyQAfmp48eSkxuQ,Fleetwood Mac,Landslide,history,ds001_seed_table,116,50,5.0,5.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000117,6xzljncQnJE9c5hC,74miLQ09m6kSQu4f42rkJP,Bob Marley & The Wailers,No More Trouble,history,ds001_seed_table,117,10,1.0,1.0,reggae,reggae,1,not_applicable_ds001
ds001_seed_000118,70hKKMIjgwW82xec,01iiEi9h8CQGUN2K1xBbTj,Tame Impala,List Of People (To Try And Forget About),history,ds001_seed_table,118,50,5.0,5.0,psychedelic rock,psychedelic rock,1,not_applicable_ds001
ds001_seed_000119,7B2jR20M7DJQnjzp,3dkIE8P7hvl3tHl9KSb6dA,Édith Piaf,"Non, je ne regrette rien",history,ds001_seed_table,119,10,1.0,1.0,chanson,french,1,not_applicable_ds001
ds001_seed_000120,7DHGJKy5B07aTAJx,23IJ5wLRhEZ9DOuia5mPiZ,The Who,Who Are You,history,ds001_seed_table,120,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000121,7ELJ2sVO3n3mZHVM,2JuasWPUodaUxf5nwNpciQ,Alice in Chains,Nutshell,history,ds001_seed_table,121,10,1.0,1.0,grunge,grunge,1,not_applicable_ds001
ds001_seed_000122,7JTU0duuRqguRXR3,6rXG5o3QapxdoWtltSWWN3,Żabson,Trapollo,history,ds001_seed_table,122,10,1.0,1.0,rap,rap,1,not_applicable_ds001
ds001_seed_000123,7NxXSo5Xly9ZHgyR,3a1lNhkSLSkpJE4MSHpDu9,Post Malone,Congratulations,history,ds001_seed_table,123,25,2.5,2.5,rap,rap,1,not_applicable_ds001
ds001_seed_000124,7OHC4h6bd07pq3zH,73OIUNKRi2y24Cu9cOLrzM,Pink Floyd,On the Run,history,ds001_seed_table,124,10,1.0,1.0,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000125,7RETcXgtJOJJrdHb,4NTn0Yo8hTGW5tbBANBzfh,Ice Cube,You Can Do It,history,ds001_seed_table,125,10,1.0,1.0,rap,rap,1,not_applicable_ds001
ds001_seed_000126,7RV8qywhsziRdKNK,6pWgRkpqVfxnj3WuIcJ7WP,Hans Zimmer,Cornfield Chase,history,ds001_seed_table,126,56,5.6,5.6,soundtrack,soundtrack,1,not_applicable_ds001
ds001_seed_000127,7T6iNBAvaDIA8eM5,5rgrBsAFYMun6yhtnLKRPz,Bryson Tiller,Right My Wrongs,history,ds001_seed_table,127,10,1.0,1.0,hip hop,hip hop,1,not_applicable_ds001
ds001_seed_000128,7bbCXbz5k2bdp6Kx,7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,history,ds001_seed_table,128,10,1.0,1.0,pop,pop,1,not_applicable_ds001
ds001_seed_000129,7hdiuu05ukBgaKd4,5hALSggfcyvBNLUHY8pvZd,Eve,Who's That Girl?,history,ds001_seed_table,129,10,1.0,1.0,rap,hip-hop,1,not_applicable_ds001
