event_id,track_id,spotify_track_id,spotify_artist,spotify_title,interaction_type,signal_source,seed_rank,interaction_count,preference_weight,effective_weight,lead_genre,top_tag,numeric_feature_coverage,lastfm_status
ds001_seed_000025,129zf8wIce2SJrLv,7KA6U0WOHdGxWWLGPYN2Sb,Pink Floyd,On the Turning Away,history,ds001_seed_table,25,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000026,12jXnbQrbvSWYgp7,3g2fYZW5v2od8KIF7VktT0,Simon & Garfunkel,Scarborough Fair,history,ds001_seed_table,26,50,5.0,5.0,folk,folk,1,not_applicable_ds001
ds001_seed_000027,15CxeKsD9DvqCVhY,3KfbEIOC7YIv90FIfNSZpo,The Beatles,In My Life,history,ds001_seed_table,27,50,5.0,5.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000028,15ukFL1GV2TKixoZ,5WDLRQ3VCdVrKw0njWe5E5,George Michael,Careless Whisper,history,ds001_seed_table,28,10,1.0,1.0,pop,80s,1,not_applicable_ds001
ds001_seed_000029,166TJqR8YtaoibkS,1jD811OG5DyS459iFxNKmm,Nancy Sinatra,Bang Bang,history,ds001_seed_table,29,40,4.0,4.0,soundtrack,soundtrack,1,not_applicable_ds001
ds001_seed_000030,16a548hsm3Y0zAwR,12Vz5fKEtLVuQqltYDj5Ql,Wishbone Ash,Blowin' Free,history,ds001_seed_table,30,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000031,1AFxSR456HFd6MmV,2OgVsp77En2nju8pnCieVU,Foreigner,Waiting for a Girl Like You,history,ds001_seed_table,31,10,1.0,1.0,classic rock,80s,1,not_applicable_ds001
ds001_seed_000032,1AJJKAWvMLhJbr4V,3By9jCy6b4dv5XnlhvIWwx,Giuseppe Verdi,Dies irae,history,ds001_seed_table,32,31,3.1,3.1,classical,classical,1,not_applicable_ds001
ds001_seed_000033,1DU4GRriZMHhmmmb,4ssrDczLOdo1veDL3LgHwI,Rush,Need Some Love,history,ds001_seed_table,33,25,2.5,2.5,hard rock,hard rock,1,not_applicable_ds001
ds001_seed_000034,1EhoPstBUguE4Btf,6ALpCzjVWFQJRwKIM8he8F,Fred Astaire,The Way You Look Tonight,history,ds001_seed_table,34,50,5.0,5.0,swing,swing,1,not_applicable_ds001
ds001_seed_000035,1Gg7peqPbTrG2I7q,3WPYapjyqcVpShYXQuChcs,Aerosmith,Back in the Saddle,history,ds001_seed_table,35,10,1.0,1.0,hard rock,hard rock,1,not_applicable_ds001
ds001_seed_000036,1GhEE3sRclqdacQg,3cuPgMuZXFEInrIzckiL2H,Sting,Englishman in New York,history,ds001_seed_table,36,20,2.0,2.0,rock,80s,1,not_applicable_ds001
ds001_seed_000037,1GngSVshm9HPaMVa,1h04XMpzGzmAudoI6VHBgA,The Beatles,Penny Lane,history,ds001_seed_table,37,50,5.0,5.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000038,1HJwHtefKWOKO7Fo,7rIovIsXE6kMn629b7kDig,Gloria Gaynor,I Will Survive,history,ds001_seed_table,38,10,1.0,1.0,disco,disco,1,not_applicable_ds001
ds001_seed_000039,1KeljArny1YRLEFX,3ui7m86e1ILCCUBDYZcGvn,Sting,The Lazarus Heart,history,ds001_seed_table,39,10,1.0,1.0,rock,rock,1,not_applicable_ds001
ds001_seed_000040,1NSrxYWqrIUfYJlG,7zMUCLm1TN9o9JlLISztxO,Elvis Presley,Burning Love,history,ds001_seed_table,40,102,10.242857,10.242857,rock,rock n roll,1,not_applicable_ds001
ds001_seed_000041,1O82ra5g0nd7YUom,2zFdsAIk9r2Mi7Lmm1w3sM,Genesis,That's All,history,ds001_seed_table,41,25,2.5,2.5,rock,80s,1,not_applicable_ds001
ds001_seed_000042,1OY2FAaMyXgymQty,6kIwzLSiQU51taaaZ9zWSE,Genesis,Mama,history,ds001_seed_table,42,10,1.0,1.0,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000043,1RJxTKSQPAskFbxh,0TDLuuLlV54CkRRUOahJb4,David Guetta,Titanium (feat. Sia),history,ds001_seed_table,43,10,1.0,1.0,electronic,dance,1,not_applicable_ds001
ds001_seed_000044,1V2vDRg13Hmvyj2G,3GNwCZIv4xKUiyoaQfj9Ah,Pet Shop Boys,It's a Sin,history,ds001_seed_table,44,10,1.0,1.0,pop,80s,1,not_applicable_ds001
ds001_seed_000045,1WGKydKDceEw3XsM,1DpycJ9AYIgz04qr32p1hg,INXS,The Stairs,history,ds001_seed_table,45,10,1.0,1.0,rock,rock,1,not_applicable_ds001
ds001_seed_000046,1Xx2iKEjSigUT3sD,3sFgH9hqMB6cySLWJOGAJ4,Rush,Natural Science,history,ds001_seed_table,46,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000047,1ZM2W6xkrSoc02Bi,6eWr9gGcfYddM8DMa6S2Mh,Five Star,Stay Out Of My Life,history,ds001_seed_table,47,25,2.5,2.5,pop,pop,1,not_applicable_ds001
ds001_seed_000048,1feWkSVrYR0pQbn3,40TWh42KM4oy6NK6bByNFH,Kansas,Hold On,history,ds001_seed_table,48,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000049,1iTBpHIqxWVTYYzc,7ws5COVtdJoCjK8Zumn43b,Propaganda,p: Machinery,history,ds001_seed_table,49,10,1.0,1.0,new wave,80s,1,not_applicable_ds001
ds001_seed_000050,1m7N15GrbBMje8tm,5A1OTrmeDweZFegTTzOMDY,Electric Light Orchestra,Rain Is Falling,history,ds001_seed_table,50,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000051,1miLmdTOibUj6Cnn,0H348KPHJruTHiI17vVpuT,Agnetha Fältskog,Eyes Of A Woman,history,ds001_seed_table,51,25,2.5,2.5,pop,pop,1,not_applicable_ds001
ds001_seed_000052,1sB1EkYi3nTqSUgJ,7n3WO6ESKS1uCI9fgkGs66,Ten Years After,I'd Love to Change the World - 2004 Remaster,history,ds001_seed_table,52,10,1.0,1.0,classic rock,blues rock,1,not_applicable_ds001
ds001_seed_000053,1sh0nor0KRSXrSEy,6xq5DxZWGgdStAxGAil0yw,Rainbow,Since You Been Gone,history,ds001_seed_table,53,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000054,1vjtB7mPOMj5qbp3,1HAy3OuIEMm7ArA4Ec52ym,The Police,Miss Gradenko,history,ds001_seed_table,54,25,2.5,2.5,new wave,new wave,1,not_applicable_ds001
ds001_seed_000055,20YHwkGwwpMAl8LW,13tnv0a8pXDcnvn1W7gCCO,Electric Light Orchestra,Showdown,history,ds001_seed_table,55,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000056,22YI5YceDuG0QoOj,64hZX40A8Z14efLfF0JjwT,Moby,Lift Me Up,history,ds001_seed_table,56,5,0.5,0.5,electronic,electronic,1,not_applicable_ds001
ds001_seed_000057,26i7V6bJlplc1Vuk,0v1XpBHnsbkCn7iJ9Ucr1l,Bon Jovi,It's My Life,history,ds001_seed_table,57,10,1.0,1.0,rock,rock,1,not_applicable_ds001
ds001_seed_000058,27IJTxPO1SXXXu14,2rIyuURzVLDjENwkmhZ5Gf,Rush,Countdown,history,ds001_seed_table,58,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000059,28gEuy7QQgp9gNNx,6UGHk2cmbDC1oidVjXcCKo,Rush,Red Barchetta,history,ds001_seed_table,59,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000060,2JV7M2ql4dFHRsEu,05vL56xSoxthM0r7IfcQjo,Sting,If I Ever Lose My Faith in You,history,ds001_seed_table,60,35,3.5,3.5,rock,rock,1,not_applicable_ds001
ds001_seed_000061,2PD5vNEwybS1jfHz,7cm9QkrwSWH0scegcO8XZ2,Cher,I Found Someone,history,ds001_seed_table,61,10,1.0,1.0,pop,80s,1,not_applicable_ds001
ds001_seed_000062,2PGRMLWedIL3POUd,0bjKbwEvZfU5epyZ3aZm1y,Boston,A Man I'll Never Be,history,ds001_seed_table,62,41,4.1,4.1,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000063,2PN0XvpvsvSJzB4M,1Lf1BSVQV4Q5SuKeHhGd2A,The Cars,It's All I Can Do,history,ds001_seed_table,63,10,1.0,1.0,new wave,new wave,1,not_applicable_ds001
ds001_seed_000064,2PflxozrqQJVQchQ,5Uene4exc7GwWYDN6X3Ihd,Jethro Tull,Bouree,history,ds001_seed_table,64,50,5.0,5.0,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000065,2QYvwWjZoLSecjdF,7c1iI6dwdCpHGYT8DGEfab,Alanis Morissette,Uninvited,history,ds001_seed_table,65,10,1.0,1.0,rock,female vocalists,1,not_applicable_ds001
ds001_seed_000066,2QeCfhx1O8zv0m3o,0K8tOSa1LE1Ue784z6qwWZ,Dire Straits,Love Over Gold,history,ds001_seed_table,66,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000067,2UbyfJ2ads4YvskN,6kCJMxv445L2okuTiou1fR,Billy Joel,Tell Her About It,history,ds001_seed_table,67,50,5.0,5.0,pop,80s,1,not_applicable_ds001
ds001_seed_000068,2WOoEGS0x26qywpx,7eYjJjUrbxRz97KQY5tzCP,Aerosmith,You See Me Crying,history,ds001_seed_table,68,10,1.0,1.0,hard rock,hard rock,1,not_applicable_ds001
ds001_seed_000069,2cgN3RcyTC833cl1,35tzxthMBglBMjmZ7Fn1hj,Umberto Tozzi,Gloria,history,ds001_seed_table,69,25,2.5,2.5,pop,italian,1,not_applicable_ds001
ds001_seed_000070,2eQ2zwD8LOR5Oj9m,29CJGwJt5wyo7Sjje87Cy8,Triumph,Lay It On The Line,history,ds001_seed_table,70,50,5.0,5.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000071,2fMVrcGwcE2faINe,2XwYeBzumtjxVbFWwhJpsy,Rush,Freewill,history,ds001_seed_table,71,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000072,2pfazyaziTVP21lu,0HoaLXRp7jJtdQFunUyUGc,a-ha,The Sun Always Shines on T.V.,history,ds001_seed_table,72,10,1.0,1.0,pop,80s,1,not_applicable_ds001
ds001_seed_000073,2rf5nW2Fb8gMnz9l,0np1QCxJVNZZHKGSKF7Yzd,Bruce Hornsby,The Way It Is,history,ds001_seed_table,73,35,3.5,3.5,pop,80s,1,not_applicable_ds001
ds001_seed_000074,2vdJhg6Y2NaJeigU,2QCHIajQI25gADlXSBdXhT,Dido,No Freedom,history,ds001_seed_table,74,35,3.5,3.5,pop,pop,1,not_applicable_ds001
ds001_seed_000075,2wqgZQtedoRGIDef,3wvrmmNB16rtreCvgw3sqv,ABBA,Hasta Mañana,history,ds001_seed_table,75,10,1.0,1.0,pop,pop,1,not_applicable_ds001
ds001_seed_000076,30QOYC4uBG4DqoBb,3I1704ruk1pl7aa1iaiGBE,The Police,O My God,history,ds001_seed_table,76,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000077,314VeZXiXlV5w3Y3,2cu8WtQZdxGe3lbetlzeNe,Sting,All This Time,history,ds001_seed_table,77,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000078,31Cip6pk8gELPEgg,4VmmNHz5nigftA0B3GR0M5,Aneka,Japanese Boy,history,ds001_seed_table,78,25,2.5,2.5,disco,80s,1,not_applicable_ds001
ds001_seed_000079,3Eg4j5d0uXQNMzbZ,6DKM07xOL59GExqNgE8LFM,Mike & The Mechanics,Over My Shoulder,history,ds001_seed_table,79,10,1.0,1.0,pop,80s,1,not_applicable_ds001
ds001_seed_000080,3Ey5usGZWWOV9T1F,7Imvh030lE3llIlUIC4Nr9,Vangelis,Light and Shadow,history,ds001_seed_table,80,10,1.0,1.0,soundtrack,soundtrack,1,not_applicable_ds001
ds001_seed_000081,3F0FtztEXfHzblDe,0Z0s6dw0zw2ENU1gVjlLV6,Rush,Subdivisions,history,ds001_seed_table,81,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000082,3HdFqVx7aHUIbK7v,3fEJ2l3vfqRzLiDb9JksJb,Boston,Party,history,ds001_seed_table,82,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000083,3N44mC5RNTa17Epv,1n7xFAY4xoPeqRvrkzAtsw,Queen,Good Old-Fashioned Lover Boy - Remastered 2011,history,ds001_seed_table,83,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000084,3UfIu7IgRBza12y2,3idqWaBn3mRdsIodCU6uBi,The Beatles,Roll over Beethoven,history,ds001_seed_table,84,50,5.0,5.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000085,3Wrd4SNwrWrejeeA,7feSbMqJGg9yL0s6ypxy9S,Duran Duran,Girls on Film,history,ds001_seed_table,85,10,1.0,1.0,new wave,80s,1,not_applicable_ds001
ds001_seed_000086,3Wti6ptQ8y3bgqYz,1PtJclc46wTk367PlsU6Uj,ABBA,I Have a Dream,history,ds001_seed_table,86,25,2.5,2.5,pop,pop,1,not_applicable_ds001
ds001_seed_000087,3Y38upRWxIOVg0Uq,3yUcJwYu7fXAfqMj9krY6l,Dido,Thank You,history,ds001_seed_table,87,25,2.5,2.5,pop,pop,1,not_applicable_ds001
ds001_seed_000088,3aLLv89gHveBuosG,5pSSEkT0963muzzIjsVkrs,Supertramp,Fool's Overture,history,ds001_seed_table,88,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000089,3bWjKtVMcf4WxJXB,0hSs4vOZo1OkRiAOoLafrT,The Alan Parsons Project,Sirius,history,ds001_seed_table,89,25,2.5,2.5,progressive rock,progressive rock,1,not_applicable_ds001
ds001_seed_000090,3f0doFlc7yQ903bJ,3khWEPmZJ8X1QMlW0iKcSF,Talk Talk,Tomorrow Started,history,ds001_seed_table,90,25,2.5,2.5,new wave,80s,1,not_applicable_ds001
ds001_seed_000091,3faYOQ867TjLuWQz,26PwuMotZqcczKLHi4Htz3,Bob Marley & The Wailers,Redemption Song,history,ds001_seed_table,91,25,2.5,2.5,reggae,reggae,1,not_applicable_ds001
ds001_seed_000092,3g5Uv2OvWuMGmkxZ,4KRTc3Gp9LLfMktZ7Xe7U1,Maria Mena,I Was Made for Loving You,history,ds001_seed_table,92,25,2.5,2.5,pop,cover,1,not_applicable_ds001
ds001_seed_000093,3iJBlDjcTTmhcGRy,6sIOVNVkxVK1OYsKyNCOaQ,Harold Faltermeyer,Top Gun Anthem,history,ds001_seed_table,93,25,2.5,2.5,soundtrack,soundtrack,1,not_applicable_ds001
ds001_seed_000094,3j6EF6O3CWeB339V,7nYS7mmZh0K8EbM8DBRwb9,Dido,Life for Rent,history,ds001_seed_table,94,31,3.1,3.1,pop,pop,1,not_applicable_ds001
ds001_seed_000095,3ltMH5jik02hVLDF,2bzBI23EJWHjXmGj3xlYaM,Supertramp,It's Raining Again,history,ds001_seed_table,95,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000096,3rwGO4kmdFUJDj6z,5l66Hy0tKCjSJPvT0A9OhQ,Era,Don't Go Away,history,ds001_seed_table,96,10,1.0,1.0,new age,new age,1,not_applicable_ds001
ds001_seed_000097,3xmEdC978BPKgoBE,0LHzd11GIXVmND7TfQnGiy,Elton John,The One,history,ds001_seed_table,97,10,1.0,1.0,pop,pop,1,not_applicable_ds001
ds001_seed_000098,3ygoD392hreJCwSP,00FDHurakzVEiPutdUxXXq,Nik Kershaw,Wouldn't It Be Good,history,ds001_seed_table,98,25,2.5,2.5,pop,80s,1,not_applicable_ds001
ds001_seed_000099,43naGzHUWqGJ9wdZ,0P55M408LsT6E8c7fHrPBa,Claudio Baglioni,Questo piccolo grande amore,history,ds001_seed_table,99,10,1.0,1.0,pop,italian,1,not_applicable_ds001
ds001_seed_000100,44Xs42MM3cUEkzIy,1lzaRptS63unC0qgT6hm7T,Dire Straits,Southbound Again,history,ds001_seed_table,100,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000101,49bdTCRf7vvkxqZl,1f94GhohgeVq9SNwyFI691,Electric Light Orchestra,Can't Get It Out of My Head,history,ds001_seed_table,101,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000102,4BBqUVsd7D2w15iV,7ji2DzTSsQYESbLNkHwJDO,Go West,We Close Our Eyes,history,ds001_seed_table,102,25,2.5,2.5,pop,80s,1,not_applicable_ds001
ds001_seed_000103,4DFWFLy4vIRggviC,71nmjdJx3VPKURkOCL6fKT,Electric Light Orchestra,All Over the World,history,ds001_seed_table,103,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000104,4DsqCKnPo3dbaS9C,754WgEesWgssZG3XzU9XcG,Mike Oldfield,Nuclear,history,ds001_seed_table,104,10,1.0,1.0,rock,rock,1,not_applicable_ds001
ds001_seed_000105,4GfDJ3ggkOA04c6e,01VFDkHBNJcCNUjzD3flWg,Madonna,The Power of Good-Bye,history,ds001_seed_table,105,10,1.0,1.0,pop,pop,1,not_applicable_ds001
ds001_seed_000106,4JjPsot2khcbdXo3,1e7sKwOgiMF2FBgb8HmlRb,Dire Straits,Setting Me Up,history,ds001_seed_table,106,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000107,4L9VbbFKoFLFiHuU,3PGAVn1afY6sdmUkwczZ4h,Adriano Celentano,Azzurro,history,ds001_seed_table,107,10,1.0,1.0,pop,italian,1,not_applicable_ds001
ds001_seed_000108,4N6j0TvhFDQOo99D,2ymiJPCDEknHRbIzEze0Dd,Wolfgang Amadeus Mozart,"Piano Concerto No. 21 in C Major, K. 467: II. Andante",history,ds001_seed_table,108,25,2.5,2.5,classical,classical,1,not_applicable_ds001
ds001_seed_000109,4P9s3Ny397GUNITy,5dXED6MP1v1qghkaniirb1,America,You Can Do Magic,history,ds001_seed_table,109,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000110,4Wb6mkYeW0XuiUet,6qZjm61s6u8Ead9sWxCDro,Tame Impala,Elephant,history,ds001_seed_table,110,25,2.5,2.5,psychedelic rock,poptron,1,not_applicable_ds001
ds001_seed_000111,4Y4l5B4IkrYncIqh,5vdp5UmvTsnMEMESIF2Ym7,Queen,Another One Bites The Dust - Remastered 2011,history,ds001_seed_table,111,25,2.5,2.5,rock,rock,1,not_applicable_ds001
ds001_seed_000112,4ccJ2JRsPVTqf0UO,5CTAcf8aS0a0sIsDwQRF9C,Queen,Bicycle Race (Remastered 2011),history,ds001_seed_table,112,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000113,4fBe8Pz6epuH51Id,2qkNefGxORk8kimPaTfvzD,ZZ Top,I Thank You,history,ds001_seed_table,113,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000114,4fZOPpoVowJb5oSu,5E89Izp4YhPyNShoxiOJ1u,Boston,Rock & Roll Band,history,ds001_seed_table,114,10,1.0,1.0,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000115,4isa0s9LuzF1ptkw,1VJBQdDrOblSLmoZMeh1xh,Deep Purple,Knocking At Your Back Door,history,ds001_seed_table,115,25,2.5,2.5,hard rock,hard rock,1,not_applicable_ds001
ds001_seed_000116,4oTCBnBQ389wmbQN,2RWFncSWZEhSRRifqiDNVV,Bryan Adams,Run to You,history,ds001_seed_table,116,10,1.0,1.0,rock,rock,1,not_applicable_ds001
ds001_seed_000117,4pFIYjeHiE8Hy8o0,4ZYCwq1EMPY5zZt195ARWg,Crowded House,Better Be Home Soon,history,ds001_seed_table,117,10,1.0,1.0,pop,80s,1,not_applicable_ds001
ds001_seed_000118,4qNtzy4oTGsJ1q9u,4YJ1sPlEa0nSUVzsLlZ7Zz,Pink Floyd,The Nile Song,history,ds001_seed_table,118,10,1.0,1.0,psychedelic rock,psychedelic rock,1,not_applicable_ds001
ds001_seed_000119,4qoKbkVeYYXnoFVV,2cWHN0WK52RGAWHgaDamUA,Eagles,Take It to the Limit,history,ds001_seed_table,119,25,2.5,2.5,classic rock,classic rock,1,not_applicable_ds001
ds001_seed_000120,4rOLPk0UX0LOWh51,2YlLv22mNqbG3logspCLZk,Max Richter,Dona Nobis Pacem 2,history,ds001_seed_table,120,10,1.0,1.0,ambient,ambient,1,not_applicable_ds001
ds001_seed_000121,4rkZNMtOPE3Mg5d6,57hJxdJGm8kZMU0xPGNBAA,Billy Joel,All For Leyna,history,ds001_seed_table,121,25,2.5,2.5,rock,80s,1,not_applicable_ds001
ds001_seed_000122,4sxHQ3I4g2iUHdDw,1hvKYV2SkmX1D2AeRCDxLH,Nancy Sinatra,Bang Bang (My Baby Shot Me Down),history,ds001_seed_table,122,10,1.0,1.0,soundtrack,soundtrack,1,not_applicable_ds001
ds001_seed_000123,4xYdj1WQYnfLCl11,0Xam0zVac3hKWWN4OQ5Gdr,Tears for Fears,Pale Shelter,history,ds001_seed_table,123,56,5.6,5.6,new wave,80s,1,not_applicable_ds001
ds001_seed_000124,4yJQAF5ZuAuzs24P,7t3qBNw37k2P2OmgK0MilM,Fred Astaire,Puttin' On The Ritz,history,ds001_seed_table,124,50,5.0,5.0,swing,swing,1,not_applicable_ds001
ds001_seed_000125,4zAQXv4NDMoDj7sy,2WMay5ANq2NNjrxRcKAvkN,Suzanne Vega,Marlene on the Wall,history,ds001_seed_table,125,25,2.5,2.5,singer-songwriter,female vocalists,1,not_applicable_ds001
ds001_seed_000126,51XYIfDaAUgQXb5u,5JLRQJ8vhuIQuJblXxfVWg,ABBA,"Honey, Honey",history,ds001_seed_table,126,10,1.0,1.0,pop,pop,1,not_applicable_ds001
ds001_seed_000127,51vV6znpTGqvRaJk,1wEeNtO7z41aUqC80shxqK,Kim Wilde,You Keep Me Hangin' On,history,ds001_seed_table,127,10,1.0,1.0,pop,80s,1,not_applicable_ds001
ds001_seed_000128,57hqkyEdEfeAP3aK,3BZGi1yUqQyCNC868AqUGG,Alphaville,Big In Japan,history,ds001_seed_table,128,10,1.0,1.0,new wave,80s,1,not_applicable_ds001
ds001_seed_000129,57kWBGxuEvgZTwoz,5BckPAYcKEJuYs1eV1BHHe,ABBA,Take a Chance on Me,history,ds001_seed_table,129,10,1.0,1.0,pop,pop,1,not_applicable_ds001
