rank,track_id,lead_genre,matched_genres,matched_tags,final_score,tempo_similarity,tempo_contribution,key_similarity,key_contribution,mode_similarity,mode_contribution,duration_ms_similarity,duration_ms_contribution,lead_genre_similarity,lead_genre_contribution,genre_overlap_similarity,genre_overlap_contribution,tag_overlap_similarity,tag_overlap_contribution
23,dQUNiihhNbCIbtOF,pop,pop|rock|folk,pop|rock|alternative,0.644977,0.92429,0.110915,0.0,0.0,0.271408,0.018999,0.826115,0.066089,1.0,0.23,0.571166,0.108522,0.480226,0.110452
24,1uM2zNX1mQzPfdGC,pop,pop|folk|rock,pop|rock|female vocalists,0.644358,0.92329,0.110795,0.0,0.0,0.271408,0.018999,0.870115,0.069609,1.0,0.23,0.571166,0.108522,0.462754,0.106433
25,3T4Lqe9Flc1bhF3O,pop,pop|rock|alternative rock,pop|rock,0.642956,0.65989,0.079187,0.563416,0.045073,0.271408,0.018999,0.822981,0.065838,1.0,0.23,0.576069,0.109453,0.410462,0.094406
26,EYfH7hlkwLa5ZYav,pop,pop|singer-songwriter|rock,pop|female vocalists|rock|indie,0.641452,0.977043,0.117245,0.0,0.0,0.271408,0.018999,0.548781,0.043902,1.0,0.23,0.596704,0.113374,0.512748,0.117932
27,0p2OMNas5oXDNC6b,pop,pop|folk|rock,pop|female vocalists|rock,0.640647,0.92629,0.111155,0.0,0.0,0.271408,0.018999,0.819219,0.065538,1.0,0.23,0.571166,0.108522,0.462754,0.106433
28,ry7KVHYQ10CXYDmE,classic rock,classic rock|rock|singer-songwriter,classic rock|70s|rock,0.640325,0.95071,0.114085,0.769917,0.061593,0.271408,0.018999,0.378548,0.030284,0.880395,0.202491,0.558904,0.106192,0.463832,0.106681
29,yE5furqfLpGTlvKj,pop,pop|rock,pop|80s|rock|female vocalists,0.639772,0.841157,0.100939,0.0,0.0,0.271408,0.018999,0.815881,0.06527,1.0,0.23,0.532203,0.101119,0.536719,0.123445
30,Rrp5adH73yAEDPDC,pop,pop|rock,pop|rock|female vocalists,0.63736,0.597043,0.071645,0.769917,0.061593,0.0,0.0,0.832119,0.06657,1.0,0.23,0.532203,0.101119,0.462754,0.106433
31,aRYwPcx71m3D1LAx,pop,pop|rock,pop|rock|dance,0.63681,0.926757,0.111211,0.0,0.0,0.271408,0.018999,0.861885,0.068951,1.0,0.23,0.532203,0.101119,0.463174,0.10653
32,ODcj49nwgvXhA46v,pop,pop|alternative rock|electronic|rock,pop|electronic|alternative|rock,0.635117,0.74171,0.089005,0.563416,0.045073,0.271408,0.018999,0.043219,0.003458,1.0,0.23,0.654124,0.124284,0.540426,0.124298
33,JH56KcmZczKnwbGN,pop,pop|rock,pop|rock,0.63374,0.803776,0.096453,0.563416,0.045073,0.271408,0.018999,0.596119,0.04769,1.0,0.23,0.532203,0.101119,0.410462,0.094406
34,htmgabdgLy99IU32,classic rock,classic rock|rock|pop,classic rock|rock|pop,0.633634,0.63191,0.075829,0.0,0.0,0.271408,0.018999,0.878115,0.070249,0.880395,0.202491,0.724211,0.1376,0.558548,0.128466
35,65Mp5rxG0Bjd0Fpr,classic rock,classic rock|rock,classic rock|rock,0.632887,0.81391,0.097669,0.769917,0.061593,0.271408,0.018999,0.881215,0.070497,0.880395,0.202491,0.494403,0.093937,0.381309,0.087701
36,7Pg5wxB8YYtxIiT7,pop,pop|rock,pop|female vocalists|80s|dance|rock,0.632602,0.74171,0.089005,0.0,0.0,0.271408,0.018999,0.723881,0.05791,1.0,0.23,0.532203,0.101119,0.589431,0.135569
37,ZBzCrWWH35yTPv8P,pop,pop|classic rock|rock,pop|80s|classic rock|rock,0.631545,0.288643,0.034637,0.0,0.0,0.271408,0.018999,0.810385,0.064831,1.0,0.23,0.724211,0.1376,0.632513,0.145478
38,rV4epaQxXmuc92jD,pop,pop|rock,pop|rock,0.630744,0.909376,0.109125,0.0,0.0,0.271408,0.018999,0.963685,0.077095,1.0,0.23,0.532203,0.101119,0.410462,0.094406
39,ru7tTgHQ3Pn5sFku,classic rock,classic rock|rock|pop,classic rock|rock|70s|pop,0.630582,0.589557,0.070747,0.103251,0.00826,0.271408,0.018999,0.562981,0.045038,0.880395,0.202491,0.724211,0.1376,0.641072,0.147447
40,LkZWwOEg3ZVpQSt9,pop,pop|rock,pop|female vocalists|rock,0.629371,0.92689,0.111227,0.769917,0.061593,0.271408,0.018999,0.0,0.0,1.0,0.23,0.532203,0.101119,0.462754,0.106433
41,IQnPmWIoIdxVwe8m,pop,pop|rock,pop|80s|rock|female vocalists,0.628524,0.92771,0.111325,0.0,0.0,0.271408,0.018999,0.545452,0.043636,1.0,0.23,0.532203,0.101119,0.536719,0.123445
42,dPlgVQdg1QmUhgh2,pop,pop|rock,pop|rock,0.628514,0.94811,0.113773,0.0,0.0,0.271408,0.018999,0.877715,0.070217,1.0,0.23,0.532203,0.101119,0.410462,0.094406
43,38LTE0Df2xpe9wAW,classic rock,classic rock|rock|pop,classic rock|rock|70s|pop,0.624814,0.0,0.0,0.769917,0.061593,0.271408,0.018999,0.708552,0.056684,0.880395,0.202491,0.724211,0.1376,0.641072,0.147447
44,9B6dNFjeE90pp4x6,classic rock,classic rock|rock|pop,classic rock|80s|rock|pop,0.624421,0.600757,0.072091,0.0,0.0,0.271408,0.018999,0.597019,0.047762,0.880395,0.202491,0.724211,0.1376,0.632513,0.145478
45,Xh9f0R2Q7wJMaxhy,classic rock,classic rock|rock,classic rock|70s|rock,0.622843,0.90649,0.108779,0.769917,0.061593,0.0,0.0,0.617019,0.049362,0.880395,0.202491,0.494403,0.093937,0.463832,0.106681
46,iy3UkkYzq0FvShwB,pop,pop|rock,pop|rock,0.621796,0.92129,0.110555,0.563416,0.045073,0.271408,0.018999,0.270548,0.021644,1.0,0.23,0.532203,0.101119,0.410462,0.094406
47,O7WEgilrtgqi7c65,pop,pop|rock,pop|female vocalists|rock,0.621539,0.67711,0.081253,0.769917,0.061593,0.271408,0.018999,0.276781,0.022142,1.0,0.23,0.532203,0.101119,0.462754,0.106433
48,5c9fu0pBIl9QUmed,pop,pop|singer-songwriter|rock,pop|rock,0.621023,0.87129,0.104555,0.0,0.0,0.271408,0.018999,0.746115,0.059689,1.0,0.23,0.596704,0.113374,0.410462,0.094406
49,vkwNyvA0jKOLfSDu,pop,pop|rock,pop|80s|rock,0.619855,0.662224,0.079467,0.0,0.0,0.271408,0.018999,0.985648,0.078852,1.0,0.23,0.532203,0.101119,0.484427,0.111418
50,alKUXvCYBFzkFXxV,pop,pop|rock,pop|rock,0.619624,0.857757,0.102931,0.0,0.0,0.271408,0.018999,0.902115,0.072169,1.0,0.23,0.532203,0.101119,0.410462,0.094406
51,gD6IhXxam2BPAMNf,classic rock,classic rock|rock|singer-songwriter|pop,classic rock|rock|pop,0.617999,0.471624,0.056595,0.769917,0.061593,0.271408,0.018999,0.0,0.0,0.880395,0.202491,0.788712,0.149855,0.558548,0.128466
52,BQIgXeFtTz3kN67J,pop,pop|rock,pop|80s|rock,0.617547,0.92229,0.110675,0.103251,0.00826,0.271408,0.018999,0.463448,0.037076,1.0,0.23,0.532203,0.101119,0.484427,0.111418
53,yHKZF6ws51jUmLx8,pop,pop|rock,pop|rock|indie,0.616832,0.873043,0.104765,0.0,0.0,0.271408,0.018999,0.700552,0.056044,1.0,0.23,0.532203,0.101119,0.460455,0.105905
54,a1xCAjhxC6IVbAAr,classic rock,classic rock|rock|singer-songwriter|pop,classic rock|rock|pop,0.616321,0.479443,0.057533,0.0,0.0,0.271408,0.018999,0.737215,0.058977,0.880395,0.202491,0.788712,0.149855,0.558548,0.128466
55,4sXIuBD5uFiJswho,pop,pop|rock,pop|rock,0.616222,0.590224,0.070827,0.769917,0.061593,0.271408,0.018999,0.490981,0.039278,1.0,0.23,0.532203,0.101119,0.410462,0.094406
56,pTle20sjv0uVIr2o,pop,pop|rock,pop|female vocalists|rock,0.616158,0.73531,0.088237,0.0,0.0,0.271408,0.018999,0.892119,0.07137,1.0,0.23,0.532203,0.101119,0.462754,0.106433
57,AiOYuf4Xb1nPpqTu,pop,pop|rock,pop|rock|female vocalists,0.61555,0.789357,0.094723,0.0,0.0,0.271408,0.018999,0.803448,0.064276,1.0,0.23,0.532203,0.101119,0.462754,0.106433
58,0dUzaNgp1pENO3CP,pop,pop|rock,pop|80s|rock,0.614439,0.780843,0.093701,0.103251,0.00826,0.271408,0.018999,0.636781,0.050942,1.0,0.23,0.532203,0.101119,0.484427,0.111418
59,YtpPCENWGLtSD3Oc,classic rock,classic rock|rock|pop,classic rock|80s|rock|pop,0.613926,0.53511,0.064213,0.0,0.0,0.271408,0.018999,0.564315,0.045145,0.880395,0.202491,0.724211,0.1376,0.632513,0.145478
60,HKwYqyhRjakBhbwb,pop,pop|rock,pop|rock|female vocalists,0.612076,0.900357,0.108043,0.563416,0.045073,0.271408,0.018999,0.030115,0.002409,1.0,0.23,0.532203,0.101119,0.462754,0.106433
61,OHL9g8xBuemsbv8L,classic rock,classic rock|rock,classic rock|rock|70s,0.611875,0.992576,0.119109,0.0,0.0,0.271408,0.018999,0.883219,0.070658,0.880395,0.202491,0.494403,0.093937,0.463832,0.106681
62,acT44xBq4DRNCT8G,pop,pop|electronic,pop|dance|electronic|female vocalists,0.610853,0.922024,0.110643,0.563416,0.045073,0.271408,0.018999,0.861019,0.068882,1.0,0.23,0.307863,0.058494,0.342444,0.078762
63,Oaw6u5QmPlTmtyhp,classic rock,classic rock|rock|pop,classic rock|70s|rock|pop,0.610451,0.04491,0.005389,0.769917,0.061593,0.271408,0.018999,0.461648,0.036932,0.880395,0.202491,0.724211,0.1376,0.641072,0.147447
64,h2e5nNsGSAuOyTfw,pop,pop|rock,pop|rock|female vocalists|dance,0.60962,0.92929,0.111515,0.0,0.0,0.271408,0.018999,0.367881,0.02943,1.0,0.23,0.532203,0.101119,0.515466,0.118557
65,uiKPMS3jXFnOpKZd,pop,pop|rock,pop|rock,0.609144,0.92629,0.111155,0.0,0.0,0.271408,0.018999,0.668315,0.053465,1.0,0.23,0.532203,0.101119,0.410462,0.094406
66,qob8Z8qGt0UR4JAs,rock,rock|singer-songwriter|pop|classic rock,rock|80s|pop|classic rock,0.608079,0.601776,0.072213,0.769917,0.061593,0.271408,0.018999,0.218785,0.017503,0.619296,0.142438,0.788712,0.149855,0.632513,0.145478
67,8YGNYJvOQ0Li0Mdn,pop,pop|rock,pop|rock|female vocalists|80s,0.608002,0.76129,0.091355,0.0,0.0,0.271408,0.018999,0.538548,0.043084,1.0,0.23,0.532203,0.101119,0.536719,0.123445
68,tkkrehVtWSlMS6RW,pop,pop|rock,pop|female vocalists|80s|dance|rock,0.607672,0.358557,0.043027,0.0,0.0,0.271408,0.018999,0.986981,0.078958,1.0,0.23,0.532203,0.101119,0.589431,0.135569
69,jpOOIEU9E3cDIh82,pop,pop|singer-songwriter|rock,pop|female vocalists|rock,0.607448,0.73509,0.088211,0.563416,0.045073,0.271408,0.018999,0.066981,0.005358,1.0,0.23,0.596704,0.113374,0.462754,0.106433
70,7GMSGEpv9bSNugvX,classic rock,classic rock|rock|singer-songwriter,classic rock|80s|rock,0.607216,0.87371,0.104845,0.563416,0.045073,0.0,0.0,0.548781,0.043902,0.880395,0.202491,0.558904,0.106192,0.455274,0.104713
71,gQp9pT2w5bY63Yct,pop,pop|rock,pop|rock|alternative|female vocalists,0.606764,0.467024,0.056043,0.0,0.0,0.271408,0.018999,0.976552,0.078124,1.0,0.23,0.532203,0.101119,0.532518,0.122479
72,93RwplbF0Hv8wm0a,pop,pop|rock,pop|rock,0.605667,0.812557,0.097507,0.0,0.0,0.271408,0.018999,0.795448,0.063636,1.0,0.23,0.532203,0.101119,0.410462,0.094406
73,7Wtv58F77XFSGy7b,classic rock,classic rock|rock,classic rock|rock|70s,0.604768,0.87771,0.105325,0.769917,0.061593,0.271408,0.018999,0.196781,0.015742,0.880395,0.202491,0.494403,0.093937,0.463832,0.106681
74,df0JOlTEeZCAVz1W,pop,pop|rock,pop|rock|female vocalists|alternative,0.603409,0.904843,0.108581,0.0,0.0,0.271408,0.018999,0.277885,0.022231,1.0,0.23,0.532203,0.101119,0.532518,0.122479
75,nCRwxIVfPkkOuRtw,pop,pop|electronic,pop|dance|female vocalists|electronic,0.602823,0.883643,0.106037,0.769917,0.061593,0.0,0.0,0.849215,0.067937,1.0,0.23,0.307863,0.058494,0.342444,0.078762
76,vWd2wHbLV4UE2qWB,pop,pop|rock,pop|rock,0.602562,0.80371,0.096445,0.769917,0.061593,0.271408,0.018999,0.0,0.0,1.0,0.23,0.532203,0.101119,0.410462,0.094406
77,3CvIJyxv0fBaeB5b,classic rock,classic rock|rock,classic rock|rock|70s,0.60135,0.55649,0.066779,0.769917,0.061593,0.271408,0.018999,0.635881,0.05087,0.880395,0.202491,0.494403,0.093937,0.463832,0.106681
78,hdEki8Zexfq9MTmF,classic rock,classic rock|rock,classic rock|rock|80s,0.600844,0.731776,0.087813,0.769917,0.061593,0.271408,0.018999,0.391219,0.031298,0.880395,0.202491,0.494403,0.093937,0.455274,0.104713
79,Hwr2HshqIlBI18QT,pop,pop|rock,pop|80s|rock,0.600841,0.688957,0.082675,0.0,0.0,0.271408,0.018999,0.707881,0.05663,1.0,0.23,0.532203,0.101119,0.484427,0.111418
80,KZR6R3ipwAKSCdA0,classic rock,classic rock|rock,classic rock|rock|80s,0.600091,0.91291,0.109549,0.769917,0.061593,0.271408,0.018999,0.110115,0.008809,0.880395,0.202491,0.494403,0.093937,0.455274,0.104713
81,tHye6jQNg1419tmI,pop,pop|rock,pop|female vocalists|80s|dance|rock,0.597832,0.327224,0.039267,0.0,0.0,0.271408,0.018999,0.910981,0.072878,1.0,0.23,0.532203,0.101119,0.589431,0.135569
82,HgXTG8u7e6uVIw1r,classic rock,classic rock|rock,classic rock|rock|70s,0.597659,0.931157,0.111739,0.0,0.0,0.271408,0.018999,0.797648,0.063812,0.880395,0.202491,0.494403,0.093937,0.463832,0.106681
83,BDPKJDyqMz9deo6K,classic rock,classic rock|rock,classic rock|rock|70s,0.597505,0.847624,0.101715,0.0,0.0,0.271408,0.018999,0.921019,0.073682,0.880395,0.202491,0.494403,0.093937,0.463832,0.106681
84,xUn17YZpja0vvpK4,pop,pop|rock,pop|rock|dance,0.597392,0.342443,0.041093,0.769917,0.061593,0.0,0.0,0.713215,0.057057,1.0,0.23,0.532203,0.101119,0.463174,0.10653
85,D0AdTflgurMzFo8y,pop,pop|rock,pop|rock,0.597056,0.92569,0.111083,0.0,0.0,0.271408,0.018999,0.518115,0.041449,1.0,0.23,0.532203,0.101119,0.410462,0.094406
86,jnGV1itbgjMZorgK,classic rock,classic rock|rock,classic rock|rock|70s,0.596325,0.948176,0.113781,0.0,0.0,0.271408,0.018999,0.755448,0.060436,0.880395,0.202491,0.494403,0.093937,0.463832,0.106681
87,cPa09lVKwJ1DNaA7,pop,pop|rock,pop|rock,0.596209,0.632176,0.075861,0.103251,0.00826,0.271408,0.018999,0.844552,0.067564,1.0,0.23,0.532203,0.101119,0.410462,0.094406
88,TCKS3gdzp1afK5zz,classic rock,classic rock|rock|pop,classic rock|70s|rock|pop|80s,0.59579,0.342824,0.041139,0.0,0.0,0.271408,0.018999,0.388781,0.031102,0.880395,0.202491,0.724211,0.1376,0.715037,0.164459
89,tRp8VCIw9QTt1xBi,classic rock,classic rock|rock,classic rock|rock,0.595136,0.626824,0.075219,0.769917,0.061593,0.271408,0.018999,0.689952,0.055196,0.880395,0.202491,0.494403,0.093937,0.381309,0.087701
90,TIDAYplHydmOIiMl,pop,pop|rock,pop|rock,0.594296,0.92669,0.111203,0.0,0.0,0.271408,0.018999,0.482115,0.038569,1.0,0.23,0.532203,0.101119,0.410462,0.094406
91,uukcSk9CP57jHJRm,classic rock,classic rock|rock|singer-songwriter,classic rock|rock,0.594221,0.977043,0.117245,0.769917,0.061593,0.271408,0.018999,0.0,0.0,0.880395,0.202491,0.558904,0.106192,0.381309,0.087701
92,oJ2IfPXmKULUzEPw,classic rock,classic rock|rock,classic rock|80s|female vocalists|rock,0.59419,0.85691,0.102829,0.0,0.0,0.271408,0.018999,0.739919,0.059194,0.880395,0.202491,0.494403,0.093937,0.507566,0.11674
93,zC9ANQtT16TAaER0,rock,rock|alternative rock|pop,rock|alternative|indie|pop,0.593703,0.970424,0.116451,0.563416,0.045073,0.0,0.0,0.729215,0.058337,0.619296,0.142438,0.576069,0.109453,0.53022,0.121951
94,svfySXHFlcf0m1Os,pop,pop|rock,pop|rock|80s,0.593172,0.23551,0.028261,0.563416,0.045073,0.271408,0.018999,0.728781,0.058302,1.0,0.23,0.532203,0.101119,0.484427,0.111418
95,GZqOUaE4cfJhNgmN,rock,rock|classic rock,rock|classic rock,0.590899,0.982824,0.117939,0.769917,0.061593,0.271408,0.018999,0.853648,0.068292,0.619296,0.142438,0.494403,0.093937,0.381309,0.087701
96,C5RlaIuRFy50NftF,pop,pop|rock,pop|rock|80s,0.589272,0.0,0.0,0.769917,0.061593,0.271408,0.018999,0.826785,0.066143,1.0,0.23,0.532203,0.101119,0.484427,0.111418
97,WZufWxPELH3aI4nm,pop,pop|electronic,pop|electronic,0.587689,0.992557,0.119107,0.769917,0.061593,0.0,0.0,0.798548,0.063884,1.0,0.23,0.307863,0.058494,0.23744,0.054611
98,F6zIgS8BAcd3OGB1,classic rock,classic rock|rock,classic rock|rock|female vocalists,0.587335,0.90069,0.108083,0.0,0.0,0.271408,0.018999,0.801215,0.064097,0.880395,0.202491,0.494403,0.093937,0.433601,0.099728
99,ERjH9lmDZdm80Y36,pop,pop|rock,pop|80s|rock,0.586946,0.399357,0.047923,0.0,0.0,0.271408,0.018999,0.968585,0.077487,1.0,0.23,0.532203,0.101119,0.484427,0.111418
100,XCYQhEAVQVN6yVfG,pop,pop,pop|female vocalists,0.586263,0.982557,0.117907,0.769917,0.061593,0.271408,0.018999,0.766352,0.061308,1.0,0.23,0.229808,0.043664,0.229532,0.052792
101,2KM7Y5cp7co9pDMT,pop,pop|electronic,pop|80s|electronic,0.586071,0.922824,0.110739,0.563416,0.045073,0.0,0.0,0.876781,0.070142,1.0,0.23,0.307863,0.058494,0.311405,0.071623
102,2ar1NoamebhRidi2,pop,pop|rock,pop|80s|rock,0.585981,0.0,0.0,0.769917,0.061593,0.271408,0.018999,0.785648,0.062852,1.0,0.23,0.532203,0.101119,0.484427,0.111418
103,7Xk5HhVlNI3DoLI2,pop,pop|rock|singer-songwriter,pop|female vocalists|rock,0.585917,0.535843,0.064301,0.0,0.0,0.271408,0.018999,0.660119,0.05281,1.0,0.23,0.596704,0.113374,0.462754,0.106433
104,4DFWFLy4vIRggviC,classic rock,classic rock|rock,classic rock|80s|rock,0.585845,0.825243,0.099029,0.0,0.0,0.271408,0.018999,0.833452,0.066676,0.880395,0.202491,0.494403,0.093937,0.455274,0.104713
105,f5T4fnOo6IYxLIZa,pop,pop,pop|female vocalists,0.585844,0.921157,0.110539,0.769917,0.061593,0.271408,0.018999,0.853215,0.068257,1.0,0.23,0.229808,0.043664,0.229532,0.052792
106,K8BxDb8wsj1cj3Kc,pop,pop|rock,pop|rock|female vocalists,0.585495,0.0,0.0,0.769917,0.061593,0.271408,0.018999,0.841885,0.067351,1.0,0.23,0.532203,0.101119,0.462754,0.106433
107,0KBJrLAvOGjlI8lQ,pop,pop|rock,pop|rock,0.585469,0.92929,0.111515,0.0,0.0,0.271408,0.018999,0.367881,0.02943,1.0,0.23,0.532203,0.101119,0.410462,0.094406
108,Yc1Oyl3M6AsZepmc,classic rock,classic rock|rock,classic rock|rock|70s,0.583506,0.855576,0.102669,0.0,0.0,0.271408,0.018999,0.734115,0.058729,0.880395,0.202491,0.494403,0.093937,0.463832,0.106681
109,y3djwpa7l8A2xxhL,classic rock,classic rock|rock,classic rock|rock|70s,0.583199,0.931243,0.111749,0.0,0.0,0.271408,0.018999,0.616781,0.049342,0.880395,0.202491,0.494403,0.093937,0.463832,0.106681
110,qiV1vteew7n9DoTO,pop,pop,pop,0.583038,0.94051,0.112861,0.769917,0.061593,0.271408,0.018999,0.939448,0.075156,1.0,0.23,0.229808,0.043664,0.177239,0.040765
111,o5Com78SDXeKx9YY,classic rock,classic rock|rock,classic rock|rock|70s,0.582925,0.90911,0.109093,0.0,0.0,0.271408,0.018999,0.646548,0.051724,0.880395,0.202491,0.494403,0.093937,0.463832,0.106681
112,T2gFlRoq5MtWrN7v,pop,pop|electronic,pop|dance|female vocalists|80s|electronic,0.582611,0.925824,0.111099,0.103251,0.00826,0.271408,0.018999,0.749815,0.059985,1.0,0.23,0.307863,0.058494,0.41641,0.095774
113,sWsei8U1DXTgn4sG,pop,pop|rock|singer-songwriter|alternative rock,pop|rock|alternative,0.582359,0.131757,0.015811,0.769917,0.061593,0.271408,0.018999,0.297452,0.023796,1.0,0.23,0.64057,0.121708,0.480226,0.110452
114,L3vtdUuwMtwKO3Ai,pop,pop|rock,pop|rock|alternative,0.581885,0.65311,0.078373,0.0,0.0,0.271408,0.018999,0.536781,0.042942,1.0,0.23,0.532203,0.101119,0.480226,0.110452
115,m17iB8yxNZn3tqdE,classic rock,classic rock|rock,classic rock|rock|80s,0.581637,0.957576,0.114909,0.0,0.0,0.271408,0.018999,0.582352,0.046588,0.880395,0.202491,0.494403,0.093937,0.455274,0.104713
116,BIkHq5aEWK01kmqy,classic rock,classic rock|rock,classic rock|70s|rock,0.581032,0.948757,0.113851,0.563416,0.045073,0.271408,0.018999,0.0,0.0,0.880395,0.202491,0.494403,0.093937,0.463832,0.106681
117,gDyuewYOyYRI31kc,pop,pop,pop|80s,0.580587,0.921757,0.110611,0.563416,0.045073,0.271408,0.018999,0.930785,0.074463,1.0,0.23,0.229808,0.043664,0.251205,0.057777
118,QSvaETmtao5Ebwll,pop,pop|electronic,pop|dance|electronic|female vocalists,0.579856,0.92769,0.111323,0.563416,0.045073,0.0,0.0,0.702548,0.056204,1.0,0.23,0.307863,0.058494,0.342444,0.078762
119,BJhnQVy4CRzfHBed,classic rock,classic rock|rock,classic rock|rock|80s,0.579352,0.709357,0.085123,0.0,0.0,0.271408,0.018999,0.926115,0.074089,0.880395,0.202491,0.494403,0.093937,0.455274,0.104713
120,utfMCwd1SdVbA3oo,pop,pop|rock,pop|rock,0.579322,0.610043,0.073205,0.769917,0.061593,0.271408,0.018999,0.0,0.0,1.0,0.23,0.532203,0.101119,0.410462,0.094406
