rank,track_id,lead_genre,matched_genres,matched_tags,final_score,tempo_similarity,tempo_contribution,key_similarity,key_contribution,mode_similarity,mode_contribution,duration_ms_similarity,duration_ms_contribution,lead_genre_similarity,lead_genre_contribution,genre_overlap_similarity,genre_overlap_contribution,tag_overlap_similarity,tag_overlap_contribution
45,OHL9g8xBuemsbv8L,classic rock,classic rock|rock,classic rock|rock|70s,0.640074,0.992576,0.18381,0.0,0.0,0.271408,0.017591,0.883219,0.065424,0.880395,0.187492,0.494403,0.086978,0.463832,0.098779
46,5c9fu0pBIl9QUmed,pop,pop|singer-songwriter|rock,pop|rock,0.639561,0.87129,0.16135,0.0,0.0,0.271408,0.017591,0.746115,0.055268,1.0,0.212963,0.596704,0.104976,0.410462,0.087413
47,alKUXvCYBFzkFXxV,pop,pop|rock,pop|rock,0.637262,0.857757,0.158844,0.0,0.0,0.271408,0.017591,0.902115,0.066823,1.0,0.212963,0.532203,0.093628,0.410462,0.087413
48,yHKZF6ws51jUmLx8,pop,pop|rock,pop|rock|indie,0.635809,0.873043,0.161674,0.0,0.0,0.271408,0.017591,0.700552,0.051893,1.0,0.212963,0.532203,0.093628,0.460455,0.09806
49,Rrp5adH73yAEDPDC,pop,pop|rock,pop|rock|female vocalists,0.634372,0.597043,0.110563,0.769917,0.057031,0.0,0.0,0.832119,0.061638,1.0,0.212963,0.532203,0.093628,0.462754,0.098549
50,acT44xBq4DRNCT8G,pop,pop|electronic,pop|dance|electronic|female vocalists,0.633901,0.922024,0.170745,0.563416,0.041734,0.271408,0.017591,0.861019,0.063779,1.0,0.212963,0.307863,0.054161,0.342444,0.072928
51,htmgabdgLy99IU32,classic rock,classic rock|rock|pop,classic rock|rock|pop,0.633506,0.63191,0.11702,0.0,0.0,0.271408,0.017591,0.878115,0.065045,0.880395,0.187492,0.724211,0.127408,0.558548,0.11895
52,HKwYqyhRjakBhbwb,pop,pop|rock,pop|rock|female vocalists,0.633429,0.900357,0.166733,0.563416,0.041734,0.271408,0.017591,0.030115,0.002231,1.0,0.212963,0.532203,0.093628,0.462754,0.098549
53,h2e5nNsGSAuOyTfw,pop,pop|rock,pop|rock|female vocalists|dance,0.633298,0.92929,0.172091,0.0,0.0,0.271408,0.017591,0.367881,0.02725,1.0,0.212963,0.532203,0.093628,0.515466,0.109775
54,uiKPMS3jXFnOpKZd,pop,pop|rock,pop|rock,0.632635,0.92629,0.171535,0.0,0.0,0.271408,0.017591,0.668315,0.049505,1.0,0.212963,0.532203,0.093628,0.410462,0.087413
55,A8Q9gX4RokaFDMOP,classic rock,classic rock|rock|pop|singer-songwriter,classic rock|rock|80s|pop,0.629595,0.721957,0.133696,0.0,0.0,0.271408,0.017591,0.234352,0.017359,0.880395,0.187492,0.788712,0.138755,0.632513,0.134702
56,AiOYuf4Xb1nPpqTu,pop,pop|rock,pop|rock|female vocalists,0.628423,0.789357,0.146177,0.0,0.0,0.271408,0.017591,0.803448,0.059515,1.0,0.212963,0.532203,0.093628,0.462754,0.098549
57,ru7tTgHQ3Pn5sFku,classic rock,classic rock|rock|pop,classic rock|rock|70s|pop,0.627543,0.589557,0.109177,0.103251,0.007648,0.271408,0.017591,0.562981,0.041702,0.880395,0.187492,0.724211,0.127408,0.641072,0.136525
58,7GMSGEpv9bSNugvX,classic rock,classic rock|rock|singer-songwriter,classic rock|80s|rock,0.626957,0.87371,0.161798,0.563416,0.041734,0.0,0.0,0.548781,0.04065,0.880395,0.187492,0.558904,0.098326,0.455274,0.096957
59,0dUzaNgp1pENO3CP,pop,pop|rock,pop|80s|rock,0.626764,0.780843,0.1446,0.103251,0.007648,0.271408,0.017591,0.636781,0.047169,1.0,0.212963,0.532203,0.093628,0.484427,0.103165
60,df0JOlTEeZCAVz1W,pop,pop|rock,pop|rock|female vocalists|alternative,0.625736,0.904843,0.167563,0.0,0.0,0.271408,0.017591,0.277885,0.020584,1.0,0.212963,0.532203,0.093628,0.532518,0.113407
61,O7WEgilrtgqi7c65,pop,pop|rock,pop|female vocalists|rock,0.625655,0.67711,0.125391,0.769917,0.057031,0.271408,0.017591,0.276781,0.020502,1.0,0.212963,0.532203,0.093628,0.462754,0.098549
62,7Wtv58F77XFSGy7b,classic rock,classic rock|rock,classic rock|rock|70s,0.624986,0.87771,0.162539,0.769917,0.057031,0.271408,0.017591,0.196781,0.014576,0.880395,0.187492,0.494403,0.086978,0.463832,0.098779
63,pTle20sjv0uVIr2o,pop,pop|rock,pop|female vocalists|rock,0.624982,0.73531,0.136168,0.0,0.0,0.271408,0.017591,0.892119,0.066083,1.0,0.212963,0.532203,0.093628,0.462754,0.098549
64,nCRwxIVfPkkOuRtw,pop,pop|electronic,pop|dance|female vocalists|electronic,0.623625,0.883643,0.163637,0.769917,0.057031,0.0,0.0,0.849215,0.062905,1.0,0.212963,0.307863,0.054161,0.342444,0.072928
65,r2RGegcvs7MeJpy7,pop,pop|classic rock|singer-songwriter|rock,pop|classic rock|rock,0.623391,0.694024,0.128523,0.0,0.0,0.271408,0.017591,0.089215,0.006609,1.0,0.212963,0.788712,0.138755,0.558548,0.11895
66,KZR6R3ipwAKSCdA0,classic rock,classic rock|rock,classic rock|rock|80s,0.623263,0.91291,0.169057,0.769917,0.057031,0.271408,0.017591,0.110115,0.008157,0.880395,0.187492,0.494403,0.086978,0.455274,0.096957
67,vkwNyvA0jKOLfSDu,pop,pop|rock,pop|80s|rock,0.622992,0.662224,0.122634,0.0,0.0,0.271408,0.017591,0.985648,0.073011,1.0,0.212963,0.532203,0.093628,0.484427,0.103165
68,9B6dNFjeE90pp4x6,classic rock,classic rock|rock|pop,classic rock|80s|rock|pop,0.622668,0.600757,0.111251,0.0,0.0,0.271408,0.017591,0.597019,0.044224,0.880395,0.187492,0.724211,0.127408,0.632513,0.134702
69,uukcSk9CP57jHJRm,classic rock,classic rock|rock|singer-songwriter,classic rock|rock,0.622579,0.977043,0.180934,0.769917,0.057031,0.271408,0.017591,0.0,0.0,0.880395,0.187492,0.558904,0.098326,0.381309,0.081205
70,jnGV1itbgjMZorgK,classic rock,classic rock|rock,classic rock|rock|70s,0.622387,0.948176,0.175588,0.0,0.0,0.271408,0.017591,0.755448,0.055959,0.880395,0.187492,0.494403,0.086978,0.463832,0.098779
71,HgXTG8u7e6uVIw1r,classic rock,classic rock|rock,classic rock|rock|70s,0.622361,0.931157,0.172436,0.0,0.0,0.271408,0.017591,0.797648,0.059085,0.880395,0.187492,0.494403,0.086978,0.463832,0.098779
72,4P9s3Ny397GUNITy,classic rock,classic rock|pop|rock,classic rock|70s|80s|pop|rock,0.622247,0.42671,0.07902,0.103251,0.007648,0.0,0.0,0.923448,0.068403,0.880395,0.187492,0.724211,0.127408,0.715037,0.152276
73,zC9ANQtT16TAaER0,rock,rock|alternative rock|pop,rock|alternative|indie|pop,0.621608,0.970424,0.179708,0.563416,0.041734,0.0,0.0,0.729215,0.054016,0.619296,0.131887,0.576069,0.101346,0.53022,0.112917
74,D0AdTflgurMzFo8y,pop,pop|rock,pop|rock,0.621398,0.92569,0.171424,0.0,0.0,0.271408,0.017591,0.518115,0.038379,1.0,0.212963,0.532203,0.093628,0.410462,0.087413
75,93RwplbF0Hv8wm0a,pop,pop|rock,pop|rock,0.62099,0.812557,0.150473,0.0,0.0,0.271408,0.017591,0.795448,0.058922,1.0,0.212963,0.532203,0.093628,0.410462,0.087413
76,Mkm7IeU8vw9ScgaK,pop,pop|rock,pop|80s|rock,0.620236,0.962357,0.178214,0.0,0.0,0.271408,0.017591,0.198115,0.014675,1.0,0.212963,0.532203,0.093628,0.484427,0.103165
77,GZqOUaE4cfJhNgmN,rock,rock|classic rock,rock|classic rock,0.619929,0.982824,0.182004,0.769917,0.057031,0.271408,0.017591,0.853648,0.063233,0.619296,0.131887,0.494403,0.086978,0.381309,0.081205
78,8YGNYJvOQ0Li0Mdn,pop,pop|rock,pop|rock|female vocalists|80s,0.619354,0.76129,0.140979,0.0,0.0,0.271408,0.017591,0.538548,0.039892,1.0,0.212963,0.532203,0.093628,0.536719,0.114301
79,TIDAYplHydmOIiMl,pop,pop|rock,pop|rock,0.618916,0.92669,0.171609,0.0,0.0,0.271408,0.017591,0.482115,0.035712,1.0,0.212963,0.532203,0.093628,0.410462,0.087413
80,WZufWxPELH3aI4nm,pop,pop|electronic,pop|electronic,0.61768,0.992557,0.183807,0.769917,0.057031,0.0,0.0,0.798548,0.059152,1.0,0.212963,0.307863,0.054161,0.23744,0.050566
81,vWd2wHbLV4UE2qWB,pop,pop|rock,pop|rock,0.617461,0.80371,0.148835,0.769917,0.057031,0.271408,0.017591,0.0,0.0,1.0,0.212963,0.532203,0.093628,0.410462,0.087413
82,jpOOIEU9E3cDIh82,pop,pop|singer-songwriter|rock,pop|female vocalists|rock,0.616903,0.73509,0.136128,0.563416,0.041734,0.271408,0.017591,0.066981,0.004962,1.0,0.212963,0.596704,0.104976,0.462754,0.098549
83,BDPKJDyqMz9deo6K,classic rock,classic rock|rock,classic rock|rock|70s,0.616031,0.847624,0.156967,0.0,0.0,0.271408,0.017591,0.921019,0.068224,0.880395,0.187492,0.494403,0.086978,0.463832,0.098779
84,XCYQhEAVQVN6yVfG,pop,pop,pop|female vocalists,0.615618,0.982557,0.181955,0.769917,0.057031,0.271408,0.017591,0.766352,0.056767,1.0,0.212963,0.229808,0.040429,0.229532,0.048882
85,sscaq8VXU14Cy2Y0,pop,pop|rock,pop|female vocalists|rock,0.615046,0.942376,0.174514,0.0,0.0,0.271408,0.017591,0.240315,0.017801,1.0,0.212963,0.532203,0.093628,0.462754,0.098549
86,4sXIuBD5uFiJswho,pop,pop|rock,pop|rock,0.614296,0.590224,0.109301,0.769917,0.057031,0.271408,0.017591,0.490981,0.036369,1.0,0.212963,0.532203,0.093628,0.410462,0.087413
87,oJ2IfPXmKULUzEPw,classic rock,classic rock|rock,classic rock|80s|female vocalists|rock,0.61365,0.85691,0.158687,0.0,0.0,0.271408,0.017591,0.739919,0.054809,0.880395,0.187492,0.494403,0.086978,0.507566,0.108093
88,TRZgjsKVk0axtCVv,pop,pop|rock,pop|rock,0.61306,0.787424,0.145819,0.769917,0.057031,0.0,0.0,0.218785,0.016206,1.0,0.212963,0.532203,0.093628,0.410462,0.087413
89,2KM7Y5cp7co9pDMT,pop,pop|electronic,pop|80s|electronic,0.611016,0.922824,0.170893,0.563416,0.041734,0.0,0.0,0.876781,0.064947,1.0,0.212963,0.307863,0.054161,0.311405,0.066318
90,0KBJrLAvOGjlI8lQ,pop,pop|rock,pop|rock,0.610936,0.92929,0.172091,0.0,0.0,0.271408,0.017591,0.367881,0.02725,1.0,0.212963,0.532203,0.093628,0.410462,0.087413
91,f5T4fnOo6IYxLIZa,pop,pop,pop|female vocalists,0.610681,0.921157,0.170584,0.769917,0.057031,0.271408,0.017591,0.853215,0.063201,1.0,0.212963,0.229808,0.040429,0.229532,0.048882
92,F6zIgS8BAcd3OGB1,classic rock,classic rock|rock,classic rock|rock|female vocalists,0.610545,0.90069,0.166794,0.0,0.0,0.271408,0.017591,0.801215,0.059349,0.880395,0.187492,0.494403,0.086978,0.433601,0.092341
93,hdEki8Zexfq9MTmF,classic rock,classic rock|rock,classic rock|rock|80s,0.610542,0.731776,0.135514,0.769917,0.057031,0.271408,0.017591,0.391219,0.028979,0.880395,0.187492,0.494403,0.086978,0.455274,0.096957
94,qiV1vteew7n9DoTO,pop,pop,pop,0.609516,0.94051,0.174168,0.769917,0.057031,0.271408,0.017591,0.939448,0.069589,1.0,0.212963,0.229808,0.040429,0.177239,0.037745
95,m17iB8yxNZn3tqdE,classic rock,classic rock|rock,classic rock|rock|80s,0.609484,0.957576,0.177329,0.0,0.0,0.271408,0.017591,0.582352,0.043137,0.880395,0.187492,0.494403,0.086978,0.455274,0.096957
96,y3djwpa7l8A2xxhL,classic rock,classic rock|rock,classic rock|rock|70s,0.608979,0.931243,0.172452,0.0,0.0,0.271408,0.017591,0.616781,0.045687,0.880395,0.187492,0.494403,0.086978,0.463832,0.098779
97,BIkHq5aEWK01kmqy,classic rock,classic rock|rock,classic rock|70s|rock,0.60827,0.948757,0.175696,0.563416,0.041734,0.271408,0.017591,0.0,0.0,0.880395,0.187492,0.494403,0.086978,0.463832,0.098779
98,YtpPCENWGLtSD3Oc,classic rock,classic rock|rock|pop,classic rock|80s|rock|pop,0.608088,0.53511,0.099094,0.0,0.0,0.271408,0.017591,0.564315,0.041801,0.880395,0.187492,0.724211,0.127408,0.632513,0.134702
99,T2gFlRoq5MtWrN7v,pop,pop|electronic,pop|dance|female vocalists|80s|electronic,0.608034,0.925824,0.171449,0.103251,0.007648,0.271408,0.017591,0.749815,0.055542,1.0,0.212963,0.307863,0.054161,0.41641,0.08868
100,qob8Z8qGt0UR4JAs,rock,rock|singer-songwriter|pop|classic rock,rock|80s|pop|classic rock,0.607612,0.601776,0.11144,0.769917,0.057031,0.271408,0.017591,0.218785,0.016206,0.619296,0.131887,0.788712,0.138755,0.632513,0.134702
101,2NYvBPeQjk7Er7zG,pop,pop|rock|singer-songwriter,pop|rock,0.60739,0.993757,0.184029,0.0,0.0,0.271408,0.017591,0.005648,0.000418,1.0,0.212963,0.596704,0.104976,0.410462,0.087413
102,Hwr2HshqIlBI18QT,pop,pop|rock,pop|80s|rock,0.607368,0.688957,0.127585,0.0,0.0,0.271408,0.017591,0.707881,0.052436,1.0,0.212963,0.532203,0.093628,0.484427,0.103165
103,gD6IhXxam2BPAMNf,classic rock,classic rock|rock|singer-songwriter|pop,classic rock|rock|pop,0.607157,0.471624,0.087338,0.769917,0.057031,0.271408,0.017591,0.0,0.0,0.880395,0.187492,0.788712,0.138755,0.558548,0.11895
104,o5Com78SDXeKx9YY,classic rock,classic rock|rock,classic rock|rock|70s,0.607086,0.90911,0.168354,0.0,0.0,0.271408,0.017591,0.646548,0.047892,0.880395,0.187492,0.494403,0.086978,0.463832,0.098779
105,a1xCAjhxC6IVbAAr,classic rock,classic rock|rock|singer-songwriter|pop,classic rock|rock|pop,0.606182,0.479443,0.088786,0.0,0.0,0.271408,0.017591,0.737215,0.054608,0.880395,0.187492,0.788712,0.138755,0.558548,0.11895
106,ZBzCrWWH35yTPv8P,pop,pop|classic rock|rock,pop|80s|classic rock|rock,0.606144,0.288643,0.053452,0.0,0.0,0.271408,0.017591,0.810385,0.060028,1.0,0.212963,0.724211,0.127408,0.632513,0.134702
107,gDyuewYOyYRI31kc,pop,pop,pop|80s,0.605857,0.921757,0.170696,0.563416,0.041734,0.271408,0.017591,0.930785,0.068947,1.0,0.212963,0.229808,0.040429,0.251205,0.053497
108,btzE9uD80B8USfXt,classic rock,classic rock|rock,classic rock|rock,0.605788,0.983843,0.182193,0.0,0.0,0.271408,0.017591,0.679448,0.050329,0.880395,0.187492,0.494403,0.086978,0.381309,0.081205
109,QSvaETmtao5Ebwll,pop,pop|electronic,pop|dance|electronic|female vocalists,0.605621,0.92769,0.171794,0.563416,0.041734,0.0,0.0,0.702548,0.052041,1.0,0.212963,0.307863,0.054161,0.342444,0.072928
110,Yc1Oyl3M6AsZepmc,classic rock,classic rock|rock,classic rock|rock|70s,0.603659,0.855576,0.15844,0.0,0.0,0.271408,0.017591,0.734115,0.054379,0.880395,0.187492,0.494403,0.086978,0.463832,0.098779
111,4DFWFLy4vIRggviC,classic rock,classic rock|rock,classic rock|80s|rock,0.603578,0.825243,0.152823,0.0,0.0,0.271408,0.017591,0.833452,0.061737,0.880395,0.187492,0.494403,0.086978,0.455274,0.096957
112,2r6QN3g7hfXtIUCY,pop,pop|electronic,pop|electronic|indie,0.602997,0.926624,0.171597,0.563416,0.041734,0.0,0.0,0.827948,0.061329,1.0,0.212963,0.307863,0.054161,0.287434,0.061213
113,iZ4D74P2YxTBETKR,pop,pop,pop|female vocalists,0.602901,0.924024,0.171115,0.769917,0.057031,0.271408,0.017591,0.741019,0.05489,1.0,0.212963,0.229808,0.040429,0.229532,0.048882
114,aXjQmTEtIauAhs3H,pop,pop,pop,0.60271,0.962624,0.178264,0.563416,0.041734,0.271408,0.017591,0.998785,0.073984,1.0,0.212963,0.229808,0.040429,0.177239,0.037745
115,KOLRVVUD9VXQOywF,rock,rock|pop,rock|pop|alternative,0.600809,0.924157,0.17114,0.563416,0.041734,0.271408,0.017591,0.574548,0.042559,0.619296,0.131887,0.532203,0.093628,0.480226,0.10227
116,YvKAka35dnNyKWD9,pop,pop,pop,0.600677,0.880243,0.163008,0.769917,0.057031,0.271408,0.017591,0.970785,0.07191,1.0,0.212963,0.229808,0.040429,0.177239,0.037745
117,GVSGYwW9eqRvRot4,pop,pop|rock,pop|rock,0.600544,0.91909,0.170202,0.0,0.0,0.271408,0.017591,0.253081,0.018747,1.0,0.212963,0.532203,0.093628,0.410462,0.087413
118,T4cmehm0aALjsXsY,pop,pop,pop,0.59906,0.980824,0.181634,0.769917,0.057031,0.0,0.0,0.934981,0.069258,1.0,0.212963,0.229808,0.040429,0.177239,0.037745
119,cPa09lVKwJ1DNaA7,pop,pop|rock,pop|rock,0.598872,0.632176,0.11707,0.103251,0.007648,0.271408,0.017591,0.844552,0.062559,1.0,0.212963,0.532203,0.093628,0.410462,0.087413
